restaurantId,osmId,name,cuisine,phone,website,municipality,address,postcode,nearResort,distanceToResort_km,latitude,longitude
3424,204025437,Messnerhütte,regional,,https://messnerhuette.com,,,,Gsieser Tal,8.6,46.8675511,12.2477791
3425,204025439,Oberbergalm,regional,,,,,,Gsieser Tal,9.8,46.8794295,12.2524644
3426,204279374,Stumpfalm,regional,,,,,,Gsieser Tal,8.2,46.8409616,12.2723098
3427,204279381,Kaseralm,regional,,,,,,Gsieser Tal,8.7,46.8480406,12.2741536
3428,204705858,Ascht Alm,regional,+39 348 728 2727,https://www.aschtalm.com/,,,,Gsieser Tal,5.5,46.8448486,12.2247091
3429,205377350,Randl Hütte,,,,,,,Gsieser Tal,6.7,46.8065977,12.263706
3430,205377352,Kuhner Hütte,,,,,,,Gsieser Tal,6.5,46.8057378,12.2605353
3431,205431701,"Chi Cianeis - Ristorante, Bar",,,,Mareo - Marebbe - Enneberg,Strada Valiares 30,39030,Antermoia,6.4,46.7010013,11.927748
3432,205516984,Tolder Hütte,,,,,,,Gsieser Tal,7.1,46.8040166,12.2684053
3433,205995770,Torgglkeller,,,,,,,Petersberg - Monte San Pietro,11.3,46.4121729,11.2436575
3434,206966858,Houfa Hitte,regional,,,,,,Gsieser Tal,2.0,46.7902391,12.1739116
3435,206968836,Faltner Alm - Malga di Monte Frisio,regional,,,,,,Gsieser Tal,1.2,46.8191536,12.1770795
3436,207590652,Pizzeria zum Sepp,italian,,,,Bichl 24,,Blosegg,0.9,46.8637983,11.3055318
3437,207984126,Kayi Sushi,sushi,+39 047 1233090,https://kayi.it/bolzano/,Bolzano - Bozen,Piazza Nikolaus Firmian - Nikolaus-Firmian-Platz 18,39100,Petersberg - Monte San Pietro,12.3,46.4914217,11.3155285
3438,208062337,Waldhütte -,,,,,,,Verbindung Wasserfalleralm-Enzian - Collegamento Malga Cascata-Enzian,0.3,46.8484962,11.3026539
3439,208140912,Almtenne,italian,,,,Bichl 16,,Blosegg,1.0,46.8648958,11.3063318
3440,208278471,Baita del Vecio,,,,,,,San Martino di Castrozza,9.9,46.1854615,11.874177
3441,208619883,Hofer Alpl,,,https://hoferalpl.it/,,,,24 Laurin I,8.0,46.5054761,11.5351159
3442,209027557,Planeiler Alm - Malga Planol,,,,,,,Watles - Vatles,8.3,46.7380064,10.5988487
3443,209266124,Baita Murmeltierhütte,,,https://www.seiseralm.it/it/esperienze-e-piaceri-culinari/buoni-sapori/ristoranti-e-bar/rid-DE9AD91142264401845E73D0BD19ED02-g-baita-murmeltierhuette.html,,,,Val Gardena,5.6,46.512283,11.6971393
3444,209266329,Café Europa,,,https://www.artnatur-dolomites.com/,,,,Seiser Alm - Mont de Sëuc - Alpe di Siusi,5.1,46.5447263,11.5603453
3445,209369169,Londai Alm,,,,,,,albl,5.3,46.4716752,10.9002399
3446,210381187,Antermont,pizza,,https://www.antermont.it/,,,,Carezza,2.8,46.4038254,11.6083656
3447,210381196,Rosengarten,,,,,,,Carezza,2.8,46.4048053,11.6081582
3448,210563371,Il Veliero,italian;seafood;pizza,,,,,,Centro Sci di Fondo Chinaec,9.7,45.884407,10.8448292
3449,210598882,Ortlerhof,italian,+39 0473 744518,https://www.ortlerhof.com/,Martell,174,39020,Schwemmalm,11.1,46.5659042,10.7906125
3450,210598950,Waldheim,regional,+39 0473 744545,https://www.waldheim.info/,Martell,St. Maria in der Schmelz 16,39020,Sport Thöni,11.9,46.5341756,10.7506196
3451,211170709,Malga Sasso Piatto,local,,https://www.plattkofelalm.info/,,,,Val di Fassa,5.4,46.5054128,11.7070745
3452,211185278,Hennenstall,italian,+39 0471 612262,http://www.hennenstall.it/start.html,,,,Carezza,2.1,46.4068426,11.5983091
3453,211632630,Berggasthaus Stallwies,regional,+39 0473 744552,https://www.stallwies.com/,Martell,1,39020,Sport Thöni,11.7,46.5402945,10.7465845
3454,211632648,Gasthof Premstl,regional,+39 0473 744766,https://www.premstl.com/,Martell - Martello,Valdene 228,39020,Schwemmalm,12.4,46.5607563,10.7719524
3455,211993342,Gasthaus Mesner,,,,,,,27,9.3,46.739554,11.5963554
3456,212441644,Schafhütte,regional,,,,,,Pendio ripido,7.8,46.7435056,11.5367526
3457,212660736,Posta,,,,,,,Antermoia,5.0,46.7221879,11.8917555
3458,214311441,Hofschänke Niedristhof,,+39 0474 401163,https://www.niedristhof.it,Percha - Perca,Aschbacher Straße - Via sopranessano 2,39030,Kronplatz - Plan de Corones,6.3,46.7931586,12.0175502
3459,214369952,Medalges-Alm,regional,,,,,,Centro di fondo Vallunga,7.3,46.6246236,11.7977906
3460,214369968,Ütia Ćiampciôs,,,,,,,Centro di fondo Vallunga,7.2,46.6204633,11.8122047
3461,214729751,Hotel Restaurant Löwenwirt,regional,+39 0473 561420,https://www.loewenwirt.com/,Tscherms - Cermes,Raffeinweg - Via Raffein 2,39010,Falzeben 2,9.6,46.6312466,11.1443117
3462,214746537,Pizzeria Helden,pizza,,,,,,Falzeben 2,9.6,46.6319544,11.1447031
3463,215088191,Autogrill,italian;regional,,,,,,Petersberg - Monte San Pietro,8.5,46.3604817,11.2880852
3464,215119268,Leitenschenke,regional;ice_cream;savory_pancakes;cake;coffee_shop;local;pasta;pancake;italian,+393338563472,https://leitenschenke.it,Tscherms - Cermes,Leitenweg - Via Vigneti 9,39010,Falzeben 2,9.9,46.6341508,11.1383283
3465,215305590,Panorama,italian,+39 0474 498393,https://www.facebook.com/Restaurant-Pizzeria-Panorama-225025827670172/,Olang - Valdaora,Rodelbahnweg - Via dello Slittino 3,39030,Kronplatz - Plan de Corones,7.5,46.752459,12.0354481
3466,216271263,Bar Minigolf,italian,+39 04749 162 63,,Innichen - San Candido,Via Matthias Schranzhofer / Matthias-Schranzhofer-Straße 28,39038,Drei Zinnen - Tre Cime,7.7,46.7302969,12.2790647
3467,216791841,Ristorante Airone,italian_pizza,,https://www.campinglevico.com/it/ristorante.php,,,,Le Cogole,5.7,46.0082068,11.28455
3468,216888950,Baita 7 larici,,,,,,,,,46.3462734,11.1346816
3469,217048775,Restaurant am See,,,https://seerestaurant.business.site/,,,,Drei Zinnen - Tre Cime,8.9,46.7055718,12.21748
3470,217048792,Restaurant Seeschupfe,pizza,,https://www.toblachersee.com/wine-dine/,,,,Drei Zinnen - Tre Cime,8.9,46.7063273,12.2178308
3471,218175256,Jora Mountain Dining,regional,+39 335 6561256,https://www.jora.it,Innichen - San Candido,Am Erschbann - Via Pascolo 6,39038,Drei Zinnen - Tre Cime,7.2,46.7251943,12.279914
3472,218395537,Alte Säge,regional,+39 0474 712121,,,,,Drei Zinnen - Tre Cime,5.1,46.7125824,12.3164559
3473,219346408,Castel Vasio,regional,,,,,,,,46.4262406,11.1128869
3474,219803937,Forellenhof,,,,,,,Deutschnofen - Nova Ponente,5.9,46.455647,11.4286789
3475,219804665,Pension Transit,,,https://www.transit.bz.it/,,,,Rosskopf,3.2,46.883289,11.4304381
3476,219933355,Zur Sonne,,+39 0471 365218,https://www.zur-sonne.it/,Cardano,Val d'Ega 7,39050,Deutschnofen - Nova Ponente,6.2,46.4583011,11.424492
3477,220555214,Restaurant Rosengarten,,+39 0471 61 03 62,http://www.restaurant-rosengarten.it/,"Deutschnofen - Nova Ponente, Birchabruck",Oberbirchabruck - Ponte Nova di Sopra 8,39050,Deutschnofen - Nova Ponente,3.8,46.4246519,11.4823346
3478,221450263,Fischadler,,,,,,,Rosskopf,2.4,46.8867726,11.4169458
3479,222239101,Kampill,german,,,,,,Petersberg - Monte San Pietro,11.4,46.4949718,11.3743968
3480,222417887,Pfefferlechner,regional,+39 0473 562521,https://www.pfefferlechner.it/,,St.-Martin-Straße 4,,Falzeben 2,10.3,46.6154213,11.1509789
3481,223027047,Hotel Maria Theresia,regional,+39 0473 730209,https://www.hotel-maria-theresia.it/,Schlanders,Staatsstraße 15,39028,,,46.6256963,10.7801772
3482,223044969,Prà dei Pezi,regional,,,,,,Sci Club Valcampelle ASD,3.4,46.0358914,11.5231927
3483,223816970,Weisses Rössl,italian,+39 0473 622323,https://de-de.facebook.com/pages/Wei%C3%9Fes-R%C3%B6ssl-Latsch/103694996397683,Latsch - Laces,Hauptstraße - Via Centrale 80,39021,Schwemmalm,10.4,46.6178089,10.8615863
3484,223871299,Riviera,pizza,+39 0461 724173,,Calceranica al Lago,Viale Venezia 2,38056,Le Cogole,5.7,46.0036878,11.2584448
3485,224080623,Gasthof Zum Riesen,italian,+39 0473 720081,https://www.zumriesen.it/,Tarsch,Karpoforusweg 1,39021,Schwemmalm,8.8,46.6078483,10.8782023
3486,224080965,Jausenstation Knofelkeller,regional,+39 0473 623503,,Tarsch,St. Medardusweg 34,39021,Schwemmalm,8.7,46.6063442,10.8771028
3487,224102221,Sylvanerhof,,+39 0472 847 557,https://www.sylvanerhof.com/,,,,Loipe Panider Sattel - Pista Passo Pinei,8.2,46.646762,11.5774017
3488,224284747,Tschaufen,buschenschank,+39 0471 668235,https://www.tschaufen.it/,,,,Falzeben 2,13.7,46.5537915,11.2650398
3489,224374897,Energy Hotel,,,https://www.energyhotel.it/,,,,Le Stock,6.3,46.0044361,11.2432649
3490,224857444,Nalserbacher,,,,,,,,,46.5428708,11.1942452
3491,225333422,Malga Ortesino,,,,,,,Folgaria,0.5,45.8983366,11.20532
3492,225788949,Pizzeria Nussbaumer,pizza,,,,,,Petersberg - Monte San Pietro,6.1,46.3684516,11.317476
3493,225805649,Gasser Hütte - Rifugio Gasser,regional,+39 0472 843 510,http://www.gasserhuette.it,Villanders - Villandro,Alm - Alpe 1,39040,Pichlberg,7.0,46.6417315,11.4904903
3494,226051464,Gasthof Simeler,regional,,,,,,Rosskopf,8.1,46.9157082,11.5131887
3495,226128289,Unterpschnacker-Hof,,+39 0472 843280,,,,,Loipe Panider Sattel - Pista Passo Pinei,8.1,46.626752,11.5397597
3496,226128297,Gasthof Sturmhof,,+39 0472 847645,https://www.sturmhof.it,,,,Loipe Panider Sattel - Pista Passo Pinei,8.4,46.6373021,11.5505732
3497,226128391,Oberpartegger,regional,+39 0472 847 869,www.beimpartegger.com,Villanders,Unter St. Stefan 7,39040,Loipe Panider Sattel - Pista Passo Pinei,7.8,46.6265758,11.5445848
3498,226147519,Winklerhof,regional,+39 0472843105,https://www.winklerhof.eu/,Villanders,Sauders 25,39040,Loipe Panider Sattel - Pista Passo Pinei,8.2,46.6227287,11.53299
3499,226147536,Pschnickerhof,,+39 0472 843498,https://www.pschnickerhof.it/,,,,Loipe Panider Sattel - Pista Passo Pinei,8.0,46.6243,11.5380676
3500,226147684,Buschenschank Larmhof,regional,,,,,,Loipe Panider Sattel - Pista Passo Pinei,8.2,46.6235322,11.533624
3501,226276422,Gasthof Weingart,,+39 0473 742035,,Schlanders - Silandro,Dorfstraße - Via del Paese 19,39028,Schwemmalm,13.2,46.6264768,10.8158622
3502,226339862,Rifugio Belvedere,regional,,,,,,Belvedere - Col Rodella - Passo Pordoi,1.9,46.4762411,11.8073065
3503,226373692,Gasthof Messnerhof Dreikirchen,,,https://www.messnerhof-dreikirchen.it/,,,,Loipe Panider Sattel - Pista Passo Pinei,9.4,46.6185816,11.5102405
3504,226373694,Gasthof Bad Dreikirchen,,,https://www.baddreikirchen.it/,,,,Loipe Panider Sattel - Pista Passo Pinei,9.3,46.6179243,11.5109229
3505,226882702,Untere Kessel Alm - Malga Caldaia Inferiore,,,,,,,albl,7.1,46.501761,11.025167
3506,227692430,Ca'dei Boci,italian,,,,,38040,Pradis_ci,7.5,46.0985132,11.235847
3507,228057067,Rifugio La Roda,,+39 348 893 9544;+39 340 584 1890,https://laroda.it/,,,,Panoramica,0.2,46.1424518,11.036931
3508,228998418,Passerheim,,+39 0473 645477,,,,,Falzeben 2,8.0,46.7389793,11.2008796
3509,229003438,Capanna Alpina,,,,San Ćiascian - St. Kassian - San Cassiano,Sciarè 9,39036,Dolomiti Superski,4.1,46.5600046,11.982179
3510,229003439,Ütia de Scotoni - Scotoni-Hütte - Rifugio Scotoni,,+39 0471 847 330,https://www.scotoni.it,,,,Lagazuoi - 5 Torri,3.6,46.5531001,11.9983952
3511,229447409,Malga Fratazza,regional,+39 0439 68470,,,,,San Martino di Castrozza,0.2,46.254416,11.7951376
3512,229817069,Ristorante L'Osteria del Bosco - Baita Regazzini,regional,+39 393 223 7881,,Malé,Località Regazzini,38027,Folgarida-Marilleva,9.2,46.3495843,10.9227837
3513,229824963,Zetnalm,,,https://www.merano-suedtirol.it/de/naturns/aktiv-entspannen/wandern-bergsteigen/huetten/rid-336EEFE49D9E088F327F8D4A5FA2899E-g-zetnalm.html,,Nörderberg,,Schwemmalm,11.6,46.6162644,11.0284285
3514,229911477,Locanda al Legno,regional;barbecue,+39 0461761004,https://www.allegno.it/,,,,Sci Club Valcampelle ASD,8.8,46.0096013,11.4242973
3515,230039379,Gasthof Neue Post,regional,+39 0473 616062,http://hotel-neuepost.com/,Prad am Stilfser Joch - Prato allo Stelvio,Hauptstraße - Via Principale 92,39026,7,8.6,46.61726,10.5915396
3516,230270422,Gfrillner Alm - Malga di Caprile,regional,,,,,,Schwemmalm,13.5,46.5450789,11.1056213
3517,230566764,Baumannschwaige - Malga Baumann,,,,Tiers - Tires,Nigerstraße - Via Nigra 9,39050,22 Frommer,1.2,46.4514327,11.6027345
3518,230752546,Chalet Caserina,,,,,,,Latemar Dolomites,2.1,46.3378493,11.5498806
3519,230958193,Innere Falkomai Alm - Malga Falcomai di Dentro,,,,,,,Schwemmalm,7.0,46.5786947,10.9981198
3520,230958288,Außere Falkomai Alm - Malga Falcomai di Fuori,,,,,,,Schwemmalm,8.2,46.5879324,11.0066427
3521,231420615,Paradiso,pizza;regional,,https://www.paradisohoteltrentino.com/,Sarnonico,,38010,,,46.4245791,11.1781053
3522,231454746,Bergl-Alm,,+39 339 3816482,http://bergl-alm.com,,,,Val Senales-Schnalstal,5.4,46.7241624,10.8014751
3523,231506313,Pizzeria Trametsch,pizza;regional,,,,,,Brixen Plose - Plose di Bressanone,4.6,46.7076005,11.6612733
3524,231856265,Glatsch Alm - Malga Glatsch,regional,+39 0472 670978,http://glatschalm.com/,,,,Centro di fondo Vallunga,7.3,46.6270083,11.7659061
3525,232162355,Buschenschank Innerperskolerhof,,,,,,,24 Laurin I,9.9,46.4939227,11.4752739
3526,232162358,Fronthof,regional,,,,,,24 Laurin I,9.2,46.490955,11.482372
3527,232322193,Klapfberg Alm,regional,,,,,,albl,6.8,46.4563511,10.9054852
3528,232380402,Falschauerhof,regional,+39 0473 790191,,Ulten - Ultimo,14,39016,albl,3.6,46.4941783,10.8967555
3529,232380412,Lärchengarten,,+39 0473 798011,,Ulten - Ultimo,Außerlahner - Ausserlahner 18b,39016,albl,4.0,46.4917577,10.8923564
3530,232580438,Hotel Cristo d'Oro,italian;regional;pizza,+39 0461 762243,https://hotelcristodoro.it/,,,,Sci Club Valcampelle ASD,2.4,46.0840223,11.5190355
3531,232973841,Ristorante Pizzeria Le Fontane,,,,,,,Pista 1 (SX),5.0,46.0730681,10.7210719
3532,233040343,Pizzeria Gasthof Stern,regional,+39 0473 616123,https://www.gasthof-stern.it/,Prad am Stilfser Joch - Prato allo Stelvio,Silberstraße - Via Argentieri 1,39026,7,8.8,46.6171353,10.5947712
3533,233047937,Restaurant Terz,italian;regional,+390473861645,https://www.tscherms.mondihotels.com/de/kulinarik/#restaurant,Tscherms - Cermes,Gampenstraße - Via Palade 40,39010,Falzeben 2,9.4,46.6344677,11.1458375
3534,233212690,Bachgütl,buschenschank,+39 0473 563889,http://www.bachguetl.com,Tscherms - Cermes,Raffeinweg - Via Raffein 26,39010,Falzeben 2,9.9,46.6288234,11.1421579
3535,233225669,Lanarena,italian,+39 0473 563535,https://www.lanarenalana.com/,,Max-Valier-Straße 11,39011,Falzeben 2,8.5,46.6284338,11.1647496
3536,233861483,Sapperlot,regional,+39 0473 564305,https://www.sapperlot.it/,,,,Falzeben 2,9.2,46.6355158,11.1473228
3537,233875256,Finsterbichler Hof,buschenschank,,,Lana,Ackpfeif - Acquaviva 1,39011,Falzeben 2,12.4,46.582402,11.1656763
3538,234067948,St. Ulrich,german;italian,+39 0471 668056,http://www.sanktulrich.com,,,39010,Falzeben 2,9.9,46.5874964,11.2402646
3539,234087529,Rifugio El Zedron,,,,,,,Buffaure - Ciampac,0.4,46.4339943,11.7357212
3540,234413197,Steinrast,,,,Ulten - Ultimo,Steinrast 573,39016,Schwemmalm,1.9,46.553628,10.9232822
3541,234779927,Auerberg Alm - Malga di Monte d'Ora,,,,,,,albl,2.3,46.4931448,10.9364826
3542,234957380,Goldener Adler,italian,,,,,,Brixen Plose - Plose di Bressanone,7.9,46.7383823,11.6406135
3543,234974598,Hofschank Wald,regional,+39 335 5228700,http://www.hofschank-wald.com/,Naturns - Naturno,Sonnenberg-Monte Sole 51,39025,,,46.6706938,10.960622
3544,235040501,La Tambra,regional,+39 0471 836281,https://www.latambra.com/,Corvara - Corvara in Badia,Strada Sassongher 2,39033,Alta Badia,2.0,46.5528513,11.8736559
3545,235364617,Mastaunalm - Malga Mastaun,regional,,,,,,Val Senales-Schnalstal,8.2,46.710877,10.8462819
3546,235369653,Lafetzalm - Malga Lavèz,,,,,,,Val Senales-Schnalstal,9.5,46.7052776,10.8641588
3547,235391225,Mauslochalm,,,,,,,Schwemmalm,10.2,46.6113657,11.008414
3548,235463538,Grauner Alm - Malga di Curon,,+39 0473 633226,http://www.alpwirtschaft.it/grauneralm/index.html,,,,Schöneben - Belpiano,4.8,46.7849324,10.5659932
3549,235514173,Agritur Malga Secine,,+39 340 77 91 255,https://malgasecine.com,,,,Carezza,3.2,46.3993895,11.6095277
3550,235586197,Schlossgarten,,,,,,,Falzeben 2,5.4,46.6608102,11.1857403
3551,235883599,Weißes Rössl,,,,,,,Schwemmalm,13.2,46.5865603,11.0866956
3552,235929305,Hotel Goldener Löwe,italian,+39 0473 730188,https://www.goldener-loewe.it/,Schlanders,Dantestraße 6,39028,,,46.6286681,10.7743685
3553,235990840,Fischleinbodenhütte - Rifugio Piano Fiscalino,,,,,,,Drei Zinnen - Tre Cime,2.6,46.6665239,12.353668
3554,235994055,Pröslerhof,regional,,,,,,24 Laurin I,9.4,46.5035441,11.496818
3555,236072844,Hahnspielhütte - Rifugio Gallo Cedrone,,,,,,,Drei Zinnen - Tre Cime,6.8,46.7143855,12.3752184
3556,236114691,Gasthaus Weber,regional,,https://www.weberhof.it/de/gasthaus-weber/,,,,Gsieser Tal,8.8,46.7351264,12.2177938
3557,236276410,Restaurant & Lounge Tilia,,,,,,,Drei Zinnen - Tre Cime,9.6,46.7233517,12.2242591
3558,236307206,Pizza Pineta,pizza,,,,,,Antermoia,4.1,46.681521,11.8983869
3559,236469686,Skihütte Nagler,regional,,,Badia - Abtei,Le 3,39036,Alta Badia Shop & Rental,3.6,46.6131036,11.9236314
3560,236678359,Assenhütte,,+39 347 5308364,,,,,Oswald 1 - Osvaldo 1,4.2,46.7237686,11.2579211
3561,236711949,Silvesteralm - Malga San Silvestro,,,,,,,Drei Zinnen - Tre Cime,10.4,46.7600166,12.3049074
3562,236844813,Rifugio Genziana - Enzianhütte,,,,,,,Gsieser Tal,8.0,46.751104,12.2384218
3563,236951872,Sportbar Lajen,pizza,+39 347 0113349,,,Kesselweg 8a,39040,Loipe Panider Sattel - Pista Passo Pinei,5.4,46.6101688,11.56594
3564,237054987,Würstlhof,,,,,,,Petersberg - Monte San Pietro,7.9,46.4544734,11.3356055
3565,237282652,Furcia Center,,,,,,,Kronplatz - Plan de Corones,5.8,46.7229409,11.9646034
3566,237301645,Berggasthof Trattes,regional,+39 0474 592010,https://www.trattes.it/it/benvenuti.html,Olang - Valdaora,Furkelstraße - Via Furcia 24,39030,Kronplatz - Plan de Corones,6.1,46.7289937,11.9892468
3567,237409473,La Ciasota,,,,,,,Antermoia,6.4,46.6503338,11.9061592
3568,237463797,Ristorante Pizzeria Black Hill,pizza,+39 0471 836190,,Corvara - Corvara in Badia,Strada Col Pradat 3,39033,Sellaronda,3.0,46.5527369,11.8559948
3569,237589880,Greiter,regional,+390473244687,https://www.greiterhof.org,Meran - Merano,Fragsburgerstraße - Via Castel Verruca 13,39012,Falzeben 2,5.0,46.6483362,11.2006729
3570,237592903,Nëidia,regional,,,,,,Val Gardena,3.6,46.5859498,11.7401156
3571,237732265,Ucia de Gran Fanes,,,,,,,Lagazuoi - 5 Torri,8.2,46.5972071,12.0226429
3572,237733855,Ücia dles Muntagnoles,,+39 347 5214753,https://muntagnoles.com/,San Vigilio di Marebbe,Localité Fanes 11,39030,Alta Badia Shop & Rental,9.1,46.6148042,12.0133119
3573,237734752,Ücia Pices Fanes,,,,,,,Alta Badia Shop & Rental,9.2,46.617019,12.0137465
3574,238080997,Kuppelwieser Alm,,,,,,,Schwemmalm,2.7,46.5530518,10.9027474
3575,238092153,Auener Alm - Malga Prati,,,,,,,Mittager 1 - Catino 1,3.9,46.6482962,11.3053921
3576,238113668,Neves-Alm,,,,,,,Speikboden,9.4,46.9495818,11.7768963
3577,238512369,Gröberhütte,,+39 0474 916158,https://www.groeberhuette.com,,,,Drei Zinnen - Tre Cime,7.2,46.7311203,12.329631
3578,239213569,Obere Mairalm,,,,,,,Pfelders Ski Resort,14.9,46.6855389,10.9663318
3579,239882329,Laurin's Lounge,,,,,,,22 Frommer,1.1,46.4425397,11.6119559
3580,240032588,Schloss Alm - Malga Castello,,,,Kastelbell-Tschars - Castelbello-Ciardes,10,39020,Schwemmalm,13.5,46.6583586,10.9408715
3581,240162545,Stierbergalm - Malga del Toro,,,,,,,Schwemmalm,13.2,46.6553742,10.9150286
3582,240776362,Schusterhütte,regional,,,,,,albl,4.5,46.5085538,10.8754742
3583,240983135,Il Favo,italian;pizza,,,,Via Sacconi 1,,Pista 1 (SX),4.2,46.0642077,10.7147395
3584,241891323,Albergo Ristorante Moleta,,,,,,,Pista 1 (SX),7.8,46.0987744,10.7345335
3585,243816388,Kortscher Alm,,+393205711682,https://www.suedtirol.info/de/erleben/Kortscher-Alm_activity_3456314,Schlanders - Silandro,Schlandrauntal 42,39028,Val Senales-Schnalstal,8.5,46.6968872,10.7667854
3586,244091809,Albergo Rifugio Gorck,,,,,,,Pista 1 (SX),7.6,46.0792909,10.6667267
3587,244181805,Reatlhof,regional,,https://www.reatlhof.it/,Barbian - Barbiano,Kirchweg - Via Chiesa 12,39040,Loipe Panider Sattel - Pista Passo Pinei,7.3,46.5905822,11.5240899
3588,244210465,Alter Fausthof,regional,+39 0471 601141,,Völs am Schlern - Fiè allo Sciliar,Prösler Ried - Novale di Prèsule 6,39050,24 Laurin I,11.1,46.5041073,11.4666373
3589,244298751,Unteraichner Hof,buschenschank,,https://www.unteraichnerhof.com/,,,,Loipe Panider Sattel - Pista Passo Pinei,8.0,46.6101097,11.5243741
3590,244423388,Trattoria Castelbarco,,,,,,,Brentonico,4.7,45.7400313,10.9523785
3591,244529833,Gasthof Kircher Sepp,,,https://www.kirchersepp.com/,Barbian - Barbiano,Rosengartenstraße 27,39040,Loipe Panider Sattel - Pista Passo Pinei,8.2,46.6110133,11.5226885
3592,244692637,Goldenes Kreuz - Croce d'Oro,regional,+39 0471 654147,,Barbian - Barbiano,St. Leonhard 10,39040,Loipe Panider Sattel - Pista Passo Pinei,7.2,46.5911447,11.5257457
3593,247113197,Restaurant Pizzeria Torgglkeller,pizza;regional;italian,+39 0472 847026,https://www.schmuckhof.it,Klausen - Chiusa,Tinneweg - Via Tinne 7,39043,Loipe Panider Sattel - Pista Passo Pinei,8.0,46.6400503,11.564321
3594,247126858,Walther von der Vogelweide,italian;pizza,+39 0472 847369,https://www.vogelweide.it/,Klausen - Chiusa,Oberstadt - Città Alta 66,39043,Loipe Panider Sattel - Pista Passo Pinei,8.0,46.6411925,11.5676248
3595,247956952,Seerestaurant,,,https://seerestaurant.it,Rasen-Antholz - Rasun Anterselva,Obertaler Straße - Via Anterselva di Sopra 39,39030,Gsieser Tal,8.8,46.8870927,12.1732009
3596,247956953,Enzian Hütte,austrian;italian,+39 340 0596718,https://www.enzianhuette.it/,Rasen-Antholz - Rasun Anterselva,Obertaler Straße - Via Anterselva di Sopra 43,39030,Gsieser Tal,8.8,46.8878615,12.1753918
3597,249571162,Bar Ristorante Malga Negritella,,,,,,,Ski Area San Pellegrino - Falcade,5.1,46.3744688,11.7528808
3598,250271465,Rifugio Monte Lefre,regional,+39 333 434 9573,https://www.rifugiomontelefre.com/,Castel Ivano,,38059,Sci Club Valcampelle ASD,3.5,46.0605263,11.5521222
3599,250300156,Ristorante Al Cacciatore,regional,,,,,,Ski Revolution,8.9,46.0361054,11.6458394
3600,252046412,Rocce Rosse,,,,,,,Gran Pista,0.2,46.0331542,11.0471487
3601,252339997,Ütia Boconara 1927,regional,+39 0471 836780,http://www.boconara.com,,Strada Arlara,,Alta Badia,2.4,46.543564,11.885021
3602,252609343,Thuinerwaldele,,+39 0472 765760,https://www.thuinerwaldele.it/,Sterzing - Vipiteno,Thuins 68,39049,Rosskopf,1.8,46.8925644,11.4193358
3603,252657134,Buschenschank Unterötzbauer,,,www.unteroetzbauer.com/buschenschank,,,,Falzeben 2,9.6,46.6910096,11.1283258
3604,253114030,Bergmeisteralm,,,,,,,Speikboden,9.0,46.9201809,11.7819086
3605,253114057,Mair zu Hofalm,regional,,,Mühlwald - Selva dei Molini,245,39030,Terenten - Terento,9.2,46.9164204,11.7694697
3606,253249325,Trejer-Alm - Malga Michele di Fuori,,,,,,,Speikboden,1.8,46.9221952,11.913742
3607,253472677,Bar risortante Stella Alpina,,,,Grumes,,,Pradis_ci,7.5,46.2216298,11.293708
3608,254317347,Peintnerhof,,+39 333 225 9558,http://www.peintnerhof.it/index.php/it/,Feldthurns - Velturno,Tschiffnon 39,39040,Brixen Plose - Plose di Bressanone,8.2,46.6744453,11.6090297
3609,254317348,Wöhrmannhof,,+39 0472 855301,https://www.woehrmaurer.com/,Feldthurns - Velturno,Wehr - Via Wehr 3,39040,Brixen Plose - Plose di Bressanone,7.9,46.6792465,11.6117741
3610,254626643,Sporttreff,,,,,,,Kronplatz - Plan de Corones,7.4,46.8388574,11.9491474
3611,254644928,Chalet Isabella,,,,,,,Ski Area San Pellegrino - Falcade,2.2,46.3787376,11.7956695
3612,254873224,Alochet,,,,,,,Ski Area San Pellegrino - Falcade,5.0,46.3750974,11.7553228
3613,254880745,Üćia de Fodara Vedla - Schutzhütte Fodara Vedla - Rifugio Fodara Vedla,,,http://www.fodara.it,,43,,Lagazuoi - 5 Torri,12.9,46.6356434,12.0609551
3614,255045727,Vallongia,,,,,,,Sport Schenk,2.3,46.5338036,11.755075
3615,255045739,Sa-Sela Hütte,,,,,,,Sport Schenk,3.0,46.526998,11.7544374
3616,255286277,Hotel Sonne,,+390474504136,https://www.hotel-sonne.bz.it/,,,,Kronplatz - Plan de Corones,7.3,46.837814,11.9442483
3617,255404032,Bar Ristorante Rossi,regional,,,Luserna,,,Millegrobbe,1.6,45.921674,11.3240282
3618,255405172,Bar Ristorante da Ferdy,regional,,,Luserna,,,Millegrobbe,1.7,45.9211512,11.3247522
3619,255410491,Pizzeria da Mario,pizza,,,Luserna,,,Millegrobbe,1.9,45.9201476,11.327587
3620,255443503,BARaonda,indian;italian;pizza;regional,+39 0461 766940,,Telve,3a,38050,Sci Club Valcampelle ASD,2.0,46.0687408,11.4825016
3621,255567587,i Tablà,,,,,,,Alta Badia,1.9,46.5517447,11.9071528
3622,255567724,Sellaalm,regional,+39 3200 25 99 25,http://www.sellaalm.it,,,39046,Belvedere - Col Rodella - Passo Pordoi,3.9,46.5130586,11.7614484
